"","Elec_Siem","Heat_Siem","Elec_CZ","scSi_CZ","RT_movpe","P_movpe_tool","Zeol_scrub","Cu_zeol","Cu_rec","pi_NPsynthCu","bin_NPsynthCu","pi_NPsynthAg","bin_NPsynthAg","pi_CuSint","bin_CuSint","pi_AgSint","bin_AgSint","pi_FM","bin_FM","Al_panel","Glass_panel","Elec_panel","Eff_PV","PR_PV","LT"
"1",37.1714267259464,73.8245110827684,48.2421493356349,0.734806051351486,15,0.5,7.62523580376929,0.231316951042892,1,0,0,0,0,1,0,0,0,1,1,1.62786693070084,7.18872399933636,14.9044225077657,0.31,0.9,35
"2",40.6427696235478,68.6541588333249,53.2436422384577,0.703092492002478,15,0.5,7.64263963833958,0.46419106127872,0,0,0,0,0,1,0,0,0,1,1,1.70478173373267,7.43212465264834,12.7700025662244,0.31,0.9,35
"3",41.1453118045814,73.122191375792,46.7399057374802,0.714386707180817,15,0.5,6.31369118633355,0.340776516981322,1,0,0,0,0,1,0,0,0,1,1,1.99385318392888,6.97051868151873,12.4965271365875,0.31,0.9,35
"4",42.8793894194066,60.2846779614687,47.9582815580303,0.59053497471478,15,0.5,6.14397323551788,0.316062812643108,1,0,0,0,0,1,0,0,0,1,1,1.88252641987056,7.55585561810061,15.2182212924515,0.31,0.9,35
"5",40.8408213350456,66.2273237246275,55.834817910823,0.72862694141223,15,0.5,6.06780222568367,0.288908562101625,0,0,0,0,0,1,0,0,0,1,1,1.83934573186561,5.3648101765383,14.6971327141789,0.31,0.9,35
"6",38.9068213144783,70.5183579674363,51.038444861141,0.598149509092441,15,0.5,7.03265059257158,0.244822385507869,0,0,0,0,0,1,0,0,0,1,1,1.67495154272765,6.94224855883978,12.6971171454806,0.31,0.9,35
"7",34.5228661516681,66.1822370651364,45.9655207702192,0.689788425449739,15,0.5,3.26038210478587,0.388478485719707,0,0,0,0,0,1,0,0,0,1,1,1.79686324652284,7.02933044048958,14.0647714111768,0.31,0.9,35
"8",37.4830113126896,71.7344827692211,46.6983752446249,0.596332736889257,15,0.5,7.53025468677403,0.345179585744794,0,0,0,0,0,1,0,0,0,1,1,1.85249463850632,5.73727581107989,12.6642327700905,0.31,0.9,35
"9",35.35611111857,66.2817933748663,66.8610099969199,0.532382080382161,15,0.5,4.15030210822013,0.379389850532483,0,0,0,0,0,1,0,0,0,1,1,1.95902782399207,6.93420411779545,14.4655581961083,0.31,0.9,35
"10",37.4563190892339,62.3406918387115,52.5202618813142,0.555337716930962,15,0.5,5.27053025095662,0.530096651816882,0,0,0,0,0,1,0,0,0,1,1,1.65613812003285,5.42015935638919,12.51540228236,0.31,0.9,35
